conversation_id,turn,speaker,text,agency
d9251a5f-19ad-4a76-b054-7adf91f78ac2,2,assistant,"Tere! Esiteks, pöörduge otse müüja poole. On hea, kui teil on ostutšekk või leping alles, need on kaebuse esitamisel väga kasulikud. Peakski kaebuse esitama hiljemalt kahe kuu jooksul alates vea avastamisest.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
2cb2dabd-003a-426a-939c-5ff2df05f6c8,1,user,"Tere! Ma olen veemõju mootorpaadi omanik ja ma ei ole kindel, kas mul on vaja raadioluba. Kust ma peaksin alustama?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
2cb2dabd-003a-426a-939c-5ff2df05f6c8,2,assistant,"Tere! Veemõju mootorpaadi puhul on oluline teada, et kui paat on siseveekogudel ja üle 12 meetri pikkusega, või reisilaev, siis peab see olema varustatud meresagedusalas töötavate raadioside seadmetega. See tähendab, et teil on tõenäoliselt vaja veesõiduki raadioluba. Saate taotluse esitada JVISi kaudu või alla laadida vorm TTJA lehelt ja saata see meile e-posti aadressile info@ttja.ee.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
41bea6a0-6c70-4e2a-b838-f4dd44719056,1,user,"Tere! Mul on mõned küsimused selle kohta, mida ma saan teha, kui ma olen veebist midagi ostnud ja ma ei ole sellega rahul. Mis on minu õigused?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
41bea6a0-6c70-4e2a-b838-f4dd44719056,2,assistant,"Tere! Kui oled midagi veebist ostnud, on sul õigus lepingust taganeda 14 päeva jooksul alates sellest, kui kaubad sinuni jõudsid. See on nn 14-päevane taganemisõigus. See kehtib ka teenuste puhul, kus taganemisõiguse tähtaeg algab lepingu sõlmimisest.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8a77d169-ad23-4a62-867e-03eb6673a841,1,user,"Tere! Ma tahan teada, mida ma pean tegema, kui ma ostan midagi internetist ja hiljem kahetsen ostu.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8a77d169-ad23-4a62-867e-03eb6673a841,2,assistant,"Tere! Internetist ostetud asjade puhul on Sul võimalik võlaõiguse seaduse järgi 14 päeva jooksul lepingust taganeda ajast, mil kaup Sinuni jõudis. See tähendab, et Sul on aega kaaluda, kas oled sellega tõesti rahul.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
de3592bc-cab6-4bbb-be84-a4be467cc287,1,user,"Tere! Mida pean silmas pidama, kui ostan midagi internetis?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
de3592bc-cab6-4bbb-be84-a4be467cc287,2,assistant,"Tere! Internetis ostes on oluline teada, et Sul on õigus lepingust taganeda 14 päeva jooksul, alates päevast, mil kaubad Sinuni jõuavad. See on seadusega garanteeritud võimalus, et Sa saaksid toote tagasi anda, kui see ei vasta Sinu ootustele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
50c29136-13ec-4214-90aa-ce5d6bd85312,1,user,"Tere! Mul on küsimus WiFi-seadmete kasutamise kohta. Mis on need piirangud, kui ma näiteks tahaksin kodus selliseid seadmeid kasutada?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
50c29136-13ec-4214-90aa-ce5d6bd85312,2,assistant,"Tere! WiFi-seadmete kasutamisel on oluline teada, et erinevad sagedusribad on reguleeritud erinevate piirangutega. Näiteks 2,4 GHz sagedusel on lubatud võimsus kuni 100 mW ja selle kasutamine ei ole piiratud. Täpsem info on leitav määruse „Raadiosageduste kasutamise tingimused ja tehnilised nõuded sagedusloast vabastatud raadioseadmetele“ lisast 6.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
1a284cc5-3eb1-4a1b-8960-2859957af683,1,user,"Tere! Ma planeerin oma maja lähedusse mänguväljaku ehitada, ja see jääb lähedale raudtee rööbastele. Kas ma pean selle kohta kellegi nõusolekut küsima?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
1a284cc5-3eb1-4a1b-8960-2859957af683,2,assistant,"Tere! Jah, te pole päris kindel, aga väga tõenäoline, et peate. See võiks olla seotud raudtee kaitsevööndi reeglitega. Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) on selle valdkonna eest vastutav. Mänguväljak, eriti kui see on piireteta ja seal võib olla palju lapsi, võib tekitada olukordi, kus lapsed ei pane rongile tähelepanu. Seega on oluline kindlaks teha, kas mänguväljak jääb kaitsevööndisse ja siis TTJAlt nõusolekut küsida.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
4b855609-1375-4481-847b-bc3535c317d1,1,user,"Tere! Ma tahan teada, mis see raudtee kaitsevöönd täpselt on ja miks see üldse on oluline?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
4b855609-1375-4481-847b-bc3535c317d1,2,assistant,"Tere! Raudtee kaitsevöönd on tsoon raudtee läheduses, mis on mõeldud tagama, et raudtee saab toimida häireteta ja et raudteelt lähtuvad ohtud, näiteks müra või vibratsioon, ei kahjustaks elanikke. See on ka see, et tagada liiklussaated on nähtavad ja et midagi ei takista raudteeohutust.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
e2509e1a-2d26-4669-9016-3ebfefc0fde7,1,user,Tere! Ma olen huvitatud raudtee kaitsevööndi kohta rohkem teada saama. Mis see üldse on ja miks see on olemas?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
e2509e1a-2d26-4669-9016-3ebfefc0fde7,2,assistant,"Tere! Raudtee kaitsevöönd on piirkond raudtee läheduses, mis on ette nähtud, et tagada raudtee sujuv toimimine ja turvalisus. See piirab tegevusi, mis saaksid häirida raudteeliiklust või suurendada ohtu. See on ka mõeldud selleks, et vähendada raudteelt lähtuvaid kahjulikke mõjusid keskkonda.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
09cc229e-d353-47b5-b515-7a6ae1e3103d,1,user,Tere! Olen kuulnud midagi ühtse laadija kohta. Mis see tähendab ja miks on see oluline?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
09cc229e-d353-47b5-b515-7a6ae1e3103d,2,assistant,"Tere! Ühtne laadija tähendab, et paljud seadmed hakkavad kasutama USB-C laadimispesa, mis on juba üha levinum. See on oluline, kuna see standardiseerib laadimist, muudab laadijate ostmist kergemaks ja toetab kiirlaadimise tehnoloogiat.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
6af694dc-e4b9-412c-99c9-fc4be0caf945,1,user,Tere! Olen kuulnud midagi ühtse laadija kohta. Mis see tähendab ja miks see muutub oluliseks?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
6af694dc-e4b9-412c-99c9-fc4be0caf945,2,assistant,"Tere! Ühtne laadija tähendab, et paljudele seadmetele, näiteks mobiiltelefonidele, tahvelarvutitele ja sülearvutitele tuleb kasutada USB-C laadimispesa. Selle eesmärk on standardiseerida laadimist ja vähendada erinevate laadijate kasutamise vajadust.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
2e92e978-6ca1-4163-8053-2d92f04245eb,1,user,"Tere! Ma kuulsin, et kui mul on probleem ostetud asjaga, saan pöörduda Tarbijakaitse Ametisse. Kust ma alustan?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
2e92e978-6ca1-4163-8053-2d92f04245eb,2,assistant,"Tere! See on õige. Enne Tarbijavaidluste komisjoni pöördumist on oluline, et sa esitada pretensioon otse kauplejale. Nad peavad sellele vastama 15 päeva jooksul. Alles kui kaupleja ei vasta või te ei jõua kokkuleppele, saab komisjoni pöörduda.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a83eedb7-6447-487f-a397-60b332f1ec7f,1,user,"Tere! Ma tahan teada, mida ma pean tegema, kui mul on probleem ostetud toega. Alguses kas peaksin pöörduma ise müüja poole?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a83eedb7-6447-487f-a397-60b332f1ec7f,2,assistant,"Tere! Õige küsimus. Enne kui Tarbijakaitseametisse pöörduda, pead kõigepealt pöörduma kaebusega müüja poole. Müüja on kohustatud sinule vastama 15 päeva jooksul.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
1a07090e-cff8-441b-9ea6-9909666ee3a0,1,user,Tere! Ma tahan kaebust esitada Tarbijakaitse ja Tehnilise Järelevalve Ametile. Kust ma alustan?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
1a07090e-cff8-441b-9ea6-9909666ee3a0,2,assistant,"Tere! Kõigepealt peaksid pöörduma kaebusega otse kaupleja poole. Seadus kohustab kauplejat vastama sinu kaebusele 15 päeva jooksul. Alles siis, kui kaupleja ei vasta või te ei jõua kokkuleppele, saad pöörduda Tarbijavaidluste komisjoni poole.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d32e2dd9-a5fc-462f-ac99-84aeb028135c,1,user,"Tere! Mul on küsimus TTJA otsuste kohta. Mis saab, kui ma ei nõustu TTJA otsusega?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d32e2dd9-a5fc-462f-ac99-84aeb028135c,2,assistant,"Tere! Kui sa ei nõustu TTJA otsusega, on sul õigus selle vaidlustada. Sul on kaks võimalust: esitada vaie TTJA peadirektorile või esitada kaebus Tallinna Halduskohtule.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8bad8663-07d1-4e21-bc2a-78cf3df1adb9,1,user,"Tere! Mul on küsimus TTJA otsuste kohta. Mis teha, kui ma ei nõustu TTJA tehtud otsusega?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8bad8663-07d1-4e21-bc2a-78cf3df1adb9,2,assistant,"Tere! Kui te ei nõustu TTJA tehtud otsusega, on teil õigus selle vaidlustada. Teil on kaks võimalust: esitada vaie TTJA peadirektorile või esitada kaebus Tallinna Halduskohtule.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d66dff09-a370-4398-9235-481da335b0a4,1,user,"Tere! Mul on küsimus TTJA otsuste kohta. Mis saab, kui ma ei nõustu TTJA tehtud otsusega?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d66dff09-a370-4398-9235-481da335b0a4,2,assistant,"Tere! Kui te ei nõustu TTJA tehtud otsusega, on teil kaks võimalust. Esiteks, saate esitada vaide TTJA peadirektorile. Teiseks, saate esitada kaebuse Tallinna Halduskohtule.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
45611a55-dca3-4afa-a8bb-99352423b4e2,1,user,Tere! Olen kuulnud Safety Gate'ist. Mis see täpselt on ja milleks see mõeldud on?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
45611a55-dca3-4afa-a8bb-99352423b4e2,2,assistant,"Tere! Safety Gate on ELi kiire teabevahetussüsteem. See on mõeldud selleks, et aidata ennetada ja piirata tarbijatele ohtlikke tooteid ELi turul. See võimaldab ka jälgida liikmesriikide ametiasutuste tööd turujärelevalve ja jõustamistegevuse osas.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
6f9c3e7f-fee8-4eae-8768-9cb9016693cd,1,user,"Tere! Olen kuulnud Safety Gate'ist, aga ei tea, mis see täpselt on. Saaksid natuke selgitada?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
6f9c3e7f-fee8-4eae-8768-9cb9016693cd,2,assistant,"Tere! Safety Gate on ELi kiire teabevahetussüsteem, mille kaudu edastatakse infot ohtlike toodete kohta. Selle abil saab ennetada ja piirata ohtlike toodete jõudmist ELi turule ning tagada, et liikmesriigid jälgiksid toodete ohutust ühtemoodi. See aitab meil teada, milliseid tooteid tuleks vältida ja milliseid kontrollida.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d725aaf5-3875-441c-9e96-0d1a31f62a3f,1,user,"Tere! Ma kuulsin, et Tarbijakaitse Amet tegeleb elektriohutusega. Mis see täpsemalt tähendab?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d725aaf5-3875-441c-9e96-0d1a31f62a3f,2,assistant,"Tere! Tõepoolest, me tegeleme sellega. Elektriohutus tähendab, et elektribeede ja -paigaldiste kasutamisel tuleb tagada inimeste elu, tervist, vara ja keskkonna ohutus. See tähendab, et kõik peab olema korras ja turvaline.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
27f6d9ce-6c60-4a86-8cfe-14482340096a,1,user,"Tere! Ma kuulsin, et Tarbijakaitse Amet teeb elektriohutusega seotud asjadel palju tööd. Mis see tähendab tegelikult, kui ma olen tavaline inimene ja elan oma majas?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
27f6d9ce-6c60-4a86-8cfe-14482340096a,2,assistant,"Tere! Jah, me teeme. Põhiliselt tähendab see, et me tahame tagada, et teie maja elektripaigaldised on ohutud ja vastavad nõuetele. See tähendab, et kui te kasutate elektriseadmeid, siis peaks see olema tehtud nii, et see ei ohusta teie elu, tervist, vara ega keskkonda.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
c1f01f9d-1905-46d5-934b-aacc22fb7e6c,1,user,"Tere! Mul on küsimus elektriturvalisuse kohta. Mida peaks silmas pidama, et kodu kasutamisel oleks kõik ohutu?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
c1f01f9d-1905-46d5-934b-aacc22fb7e6c,2,assistant,"Tere! Oluline on tagada, et elektriseadmed ja -paigaldised on korras ja vastavad nõuetele. Elektriseadet võib kasutada alles pärast kontrolli, et see on tehniliselt korras ja ohutu. Peamiselt tasub meeles pidada, et elektritöid ei tohiks ise teha, vaid pöörduda pädeva elektriala isiku poole.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
52a42738-b62f-4f14-ae86-b5e688c07180,1,user,"Tere! Ma tahan teada, mis on Tarbijakaitse ja Tehnilise Järelevalve Ameti (TTJA) roll avalike mänguväljakute osas. Mis on nende peamised kohustused?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
52a42738-b62f-4f14-ae86-b5e688c07180,2,assistant,"Tere! TTJA peab silmas avalike mänguväljakute puhul, et nende rajamine ja rekonstrueerimine on ehitusloa- ja projektikohustuslik tegevus. Lisaks on omanik vastutav mänguväljaku tehnilise korrasoleku ja ohutuse eest. See tähendab, et nad peavad lähtuma heast ehitustavast ja tagama seadmete ohutuse kasutamisel.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
30f98faf-d0ec-4097-afbe-1ab7fda6b73b,1,user,"Tere! Ma kuulsin, et Tarbijakaitse ja Tehnikajärelevalve Amet (TTJA) tegeleb avalike mänguväljakute ohutusega. Kuidas see täpselt töötab?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
30f98faf-d0ec-4097-afbe-1ab7fda6b73b,2,assistant,"Tere! TTJA peab silma peal, et avalikud mänguväljakud ja seikluspargid oleksid ohutud. Nende rajamine või rekonstrueerimine vajab ehitusloa või projektikohustuslikku tegevust. Omanik vastutab nende tehnilise korrasoleku ja ohutuse eest ning peab lähtuma heast ehitustavast.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d358cf30-ef06-4de1-addf-9fcc02622c32,1,user,"Tere! Olen kuulnud, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) teeb avalike mänguväljakute osas kontrolli. Mis on nende peamine vastutus selles küsimuses?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d358cf30-ef06-4de1-addf-9fcc02622c32,2,assistant,"Tere! TTJA peamine vastutus on järelvalveteenus, mis tagab, et avalikud mänguväljakud on ohutud ja vastavad nõuetele. Omanik on vastutav mänguväljaku tehnilise korrasoleku ja ohutuse eest. See tähendab, et mänguväljakud peavad olema rajatud heast ehitustavast lähtudes ja seal paigaldatud seadmete peavad olema ohutud nende ettenähtud otstarbel.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
2554e1d4-440e-40a2-b2b1-2b08243972b9,1,user,"Tere! Ma kuulsin midagi selle kohta, et elektriseadmete puhul on oluline CE-märk. Mis see tähendab ja millal see on nõutav?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
2554e1d4-440e-40a2-b2b1-2b08243972b9,2,assistant,"Tere! CE-märk näitab, et elektriseade vastab Euroopa Liidu ohutuse, tervise ja keskkonna nõuetele. Enamus elektriseadmeid, nagu need, mis kuuluvad LVD, EMCD ja RoHS2 direktiivide alla, peavad selle märgist kandma. Eranditeks on näiteks kõrgepingeseadmed ja elektriarvestid. See tagab, et seadmed on ohutud kasutada ja ei ohusta inimesi, kui neid on paigaldatud ja hooldatud vastavalt juhenditele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
5e315d64-f08e-46bd-85b6-8a7c15b1252c,1,user,"Tere! Ma olen huvitatud elektriseadmete kohta teadmise saamisest, eriti seoses Tarbijakaitse ja Tehnilise Järelevalve Ameti nõuetele. Mis on üldiselt oluline, et elektriseade oleks seaduslikult turul saadaval?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
5e315d64-f08e-46bd-85b6-8a7c15b1252c,2,assistant,"Tere! Oluline on see, et elektriseade oleks valmistatud Euroopa Liidus kehtivate ohutustehnika tavade kohaselt ja ei tohi ohustada inimeste tervist, kui seda õigesti paigaldatakse ja kasutatakse. Enamus elektriseadmeid peab olema varustatud CE-märgise, kuna need kuuluvad madalpinge-, elektromagnetilise ühilduvuse- ja ohtlike ainete sisaldusdirektiivide alla.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
db5b1c77-916f-414c-867b-7802dae8e273,1,user,"Tere! Ma olen kuulnud, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) jälgib elektriseadmete ohutust. Kuidas see täpsemalt toimib?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
db5b1c77-916f-414c-867b-7802dae8e273,2,assistant,"Tere! TTJA jälgib, et elektriseadmed oleksid valmistatud Euroopa Liidu ohutustehnika reeglite järgi ja ei ohustaks kasutajat, kui neid on paigaldatud ja hooldatud õigesti ning kasutusotstarbega vastavuses. Enamuses elektriseadmed peavad olema varustatud CE-märgistega, mis kinnitab nende vastavust direktiividele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
b6206d64-0e18-4d09-99f5-57b17fe78541,1,user,"Tere! Ma olen kuulnud, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) jälgib meediateenuseid. Mis täpselt see tähendab? Kas nad jälgivad ka välismaa telekanaleid?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
b6206d64-0e18-4d09-99f5-57b17fe78541,2,assistant,"Tere! TTJA jälgib meediateenuseid, kes on saanud tegevusloa Eestist. See tähendab, et nad kontrollivad nende tegutsemist, et see oleks kooskõlas Eesti seadusandlusega. Välismaa telekanaleid nad ei jälgi, kui need pole Eestist loa saanud. Saate nimekirja väljastatud tegevuslubadest siit: /ariklient/ametist/load-ja-riigiloivud/meediateenuste-tegevusluba.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8a71267d-e629-4cd0-bf8b-e33f081d0723,1,user,"Tere! Ma kuulsin, et TTJA järelvalve meediateenuste suhtes on. Mis see tähendab?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8a71267d-e629-4cd0-bf8b-e33f081d0723,2,assistant,"Tere! Jah, TTJA järelkab meediateenuste puhul seda, kas teenuseid osutavad ettevõtted on Eestist saanud tegevusloa. Saate nende nimekirja siit: /ariklient/ametist/load-ja-riigiloivud/meediateenuste-tegevusluba. Mis teid selles osas kõige rohkem huvitab?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
9b4a0b4a-6ad6-4de8-910c-41ac6f203b98,1,user,"Tere! Ma kuulsin, et TTJA järelvalvega teeb meediateenused. Mis see tähendab täpselt?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
9b4a0b4a-6ad6-4de8-910c-41ac6f203b98,2,assistant,"Tere! Jah, TTJA järelvalvega teeb meediateenused, aga ainult need, kel on Eestist saadud tegevusluba. Saate nimekirja väljastatud tegevuslubadest siit: /ariklient/ametist/load-ja-riigiloivud/meediateenuste-tegevusluba. Meiega saab pöörduda probleemide või tähelepanekute korral, mis puudutavad meediateenuseid.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
587da5bd-2532-4a1f-8779-a8d3df16a394,1,user,"Tere! Ma kuulen, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) tegeleb sideteenuste tarbijate kaitsega. Mis täpselt see siis tähendab?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
587da5bd-2532-4a1f-8779-a8d3df16a394,2,assistant,"Tere! Jah, see on õige. TTJA reguleerib sideteenuste valdkonda, et kaitsta tarbijate õigusi. Näiteks elektroonilise side seadus sätestab, kuidas sideteenuse lepinguid sõlmida ja milliseid nõudeid peab lepingu tingimustele järgima. See puudutab lepingute muutmist, rikete kõrvaldamist ja piiramistgi.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
76f46b5a-ceea-4f50-b7dd-2d69510aa8c2,1,user,"Tere! Ma kuulen, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) tegeleb sideteenuste tarbijate kaitsega. Kuidas nad seda teevad?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
76f46b5a-ceea-4f50-b7dd-2d69510aa8c2,2,assistant,"Tere! TTJA reguleerib sideteenuste valdkonda eriseaduse, elektroonilise side seaduse kaudu. Selle seaduse 9. peatükk keskendub just sideteenuste osutamisele lõppkasutajale ja nende õiguste kaitsele. See seab nõudeid näiteks lepingu sõlmimisele, rikete kõrvaldamisele ja lepingu muutmisel.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8b3519dc-e2da-4b2d-8be4-8635df468e8b,1,user,"Tere! Ma olen kuulnud, et Tarbijakaitse ja Tehnilise Järevalve Amet (TTJA) teeb tööd sideteenuste puhul. Mis on nende peamine roll selles valdkonnas?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8b3519dc-e2da-4b2d-8be4-8635df468e8b,2,assistant,"Tere! TTJA peamine roll on tagada tarbijate õiguste kaitse sideteenuste valdkonnas. Selleks reguleerib TTJA sideteenuste osutamist, lähtudes elektroonilise side seadusest. See seadus reguleerib lepingu sõlmimist, rikete kõrvaldamist, piiramist ja lepingu muutmisi/lõpetamist.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
5b895fac-eb53-4db3-ae4d-c5eb7de1d8d8,1,user,"Tere! Ma kuulen, et Tarbijavaidluste komisjon aitab lahendada probleeme kauplustega. Kuidas see toimib ja kas see on kergem ja odavam kui kohtuasse minek?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
5b895fac-eb53-4db3-ae4d-c5eb7de1d8d8,2,assistant,"Tere! Jah, see on õige. Tarbijavaidluste komisjon pakubki lihtsamalt, mugavamalt ja kiiremini lahendusi kui kohtuasse minek. Komisjonis saab probleemi lahendada tunduvalt vähem aega ja raha kulutades. Vaidluse lahendamine on nii tarbija kui ka ettevõtja jaoks tasuta ja üldjuhul jõutakse tulemusele umbes 90 päeva jooksul alates menetluse algatamisest.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a8301f8e-034d-493e-b5db-5eb1fc974b93,1,user,"Tere! Olen kuulnud, et Tarbijavaidluste komisjon on olemas. Mis on selle komisjoni eesmärk ja kuidas see töötab?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a8301f8e-034d-493e-b5db-5eb1fc974b93,2,assistant,"Tere! Tarbijavaidluste komisjon on loodud selleks, et lahendada tarbija ja kaupleja vahel tekkinud lepingust tulenevaid vaidlusi lihtsamini, kiiren ja odavamalt kui kohtus. Võrreldes kohtuvaitlusega on see protsess mugav ning nõuab vähem aega ja raha.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
